,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-1,-1,1,1,3,2,3,3,3,3,1,3,4,1,-1,2
1,-1,-1,2,0,2,-1,4,0,-1,3,0,-1,-1,2,-1,1
2,-1,-1,3,-1,-1,-1,-1,3,3,4,3,0,3,4,-1,0
3,-1,-1,1,1,1,-1,1,-1,3,2,2,1,-1,-1,2,0
4,-1,3,-1,-1,0,4,4,-1,3,0,0,-1,-1,-1,-1,-1
5,0,3,-1,2,4,3,3,-1,3,4,2,0,2,-1,0,3
6,-1,4,3,-1,-1,1,4,-1,2,3,4,1,2,0,-1,1
7,-1,-1,3,2,-1,-1,0,3,-1,4,-1,-1,2,-1,1,0
8,2,0,2,0,0,4,-1,2,4,-1,4,1,-1,3,-1,0
9,0,1,2,-1,1,3,-1,-1,-1,-1,2,-1,-1,-1,4,-1
10,0,1,4,-1,1,-1,0,2,1,0,3,1,-1,0,-1,3
11,1,-1,-1,3,0,3,3,0,4,-1,1,1,-1,-1,3,4
12,4,-1,-1,-1,2,2,1,-1,1,0,0,3,1,2,4,3
13,3,-1,-1,0,0,1,4,3,4,-1,2,4,3,0,4,2
14,3,2,4,4,-1,0,-1,1,-1,-1,4,2,-1,-1,3,1
15,1,-1,2,1,0,-1,4,0,0,2,0,-1,-1,3,1,-1
16,4,0,1,0,2,1,4,-1,-1,2,-1,2,3,-1,1,-1
17,-1,2,1,-1,3,1,2,4,-1,-1,-1,4,2,-1,-1,0
18,-1,-1,0,-1,0,1,0,-1,4,-1,3,-1,-1,-1,-1,4
19,-1,-1,4,4,2,1,4,4,-1,2,0,-1,4,2,0,0
20,3,2,0,-1,-1,-1,1,4,0,4,-1,-1,-1,4,2,-1
21,1,-1,0,2,1,3,3,2,0,4,-1,3,-1,-1,1,4
22,2,1,2,-1,2,0,-1,1,2,2,1,3,-1,-1,3,0
23,4,-1,4,-1,4,-1,4,0,-1,3,-1,0,1,-1,-1,4
24,-1,0,1,4,4,-1,-1,0,1,0,0,-1,3,4,-1,1
25,-1,0,0,0,0,-1,0,0,1,4,-1,0,-1,2,3,-1
26,3,1,-1,4,2,3,-1,1,4,3,3,-1,1,-1,4,-1
27,1,-1,-1,1,4,-1,1,0,2,2,4,-1,0,1,2,2
28,4,4,0,1,3,-1,3,-1,-1,1,3,2,3,0,2,3
29,2,-1,4,-1,-1,1,-1,2,0,-1,2,1,3,3,1,4
30,1,1,4,0,-1,0,0,2,3,4,2,1,0,3,-1,0
31,-1,0,0,3,1,2,4,3,1,-1,-1,-1,1,1,-1,1
32,-1,2,3,4,2,2,0,1,-1,3,3,1,2,3,-1,-1
33,-1,3,-1,4,1,1,2,3,3,-1,0,1,2,-1,-1,-1
34,4,2,3,-1,-1,3,-1,1,-1,-1,-1,-1,-1,-1,3,2
35,1,3,2,0,4,0,4,-1,0,-1,-1,0,2,4,-1,1
36,1,-1,4,0,-1,3,1,3,-1,-1,-1,2,0,2,-1,2
37,-1,-1,3,2,0,-1,1,-1,1,1,3,3,-1,2,1,0
38,4,4,2,4,-1,4,4,2,1,-1,2,4,-1,-1,-1,0
39,1,4,2,2,1,0,-1,3,4,-1,2,1,2,4,3,0
40,3,3,-1,4,4,0,-1,-1,-1,-1,1,4,3,0,-1,3
41,1,0,-1,4,1,2,-1,4,-1,-1,4,-1,-1,3,-1,-1
42,-1,-1,1,4,0,-1,-1,4,-1,-1,-1,-1,0,-1,0,1
43,-1,3,1,2,4,-1,-1,0,-1,1,-1,4,0,3,3,0
44,-1,-1,1,3,0,1,2,-1,-1,3,1,-1,2,4,3,2
45,3,3,-1,-1,-1,-1,3,1,0,3,4,2,3,4,4,2
46,4,1,-1,-1,3,2,1,3,3,2,-1,-1,-1,1,-1,0
47,1,4,3,0,3,0,-1,-1,2,1,0,-1,2,1,1,2
48,1,-1,-1,3,4,-1,3,4,2,1,-1,1,1,2,-1,1
49,-1,3,3,0,-1,1,-1,2,-1,-1,-1,0,0,2,-1,-1
50,2,1,4,1,4,2,4,1,4,2,2,-1,4,0,1,-1
51,1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
52,0,-1,3,2,1,0,1,0,3,-1,2,4,2,-1,-1,0
