,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-8.819,2.541,2.598,2.569,4.4670000000000005,4.247,-9.227,4.0760000000000005,1.059,2.1350000000000002,1.963,2.8850000000000002,2.705,2.12,3.943,1.3800000000000001
1,-28.632,-28.675,-28.255,-28.339000000000002,-28.815,-28.677,-28.767,-28.847,-28.847,-28.874000000000002,-29.264,-29.223,-29.223,-29.255,-29.304000000000002,-29.436
2,-17.037,-8.458,-17.151,-7.643,-17.276,-8.829,-9.692,-17.574,-17.659,-7.501,-17.797,-9.361,-9.82,-10.484,-17.98,-18.042
3,-9.256,-17.144000000000002,-6.809,-17.31,-17.353,-8.913,-10.606,-7.4110000000000005,-17.708000000000002,-9.418000000000001,-17.89,-17.972,-9.866,-8.932,-8.583,-11.71
4,-3.063,-2.298,-3.224,-1.3960000000000001,-1.3880000000000001,-4.367,-5.21,-5.388,-3.789,-5.44,-3.7110000000000003,-14.106,-14.116,-14.106,-14.077,-14.086
5,-17.107,-22.581,-19.211000000000002,-19.298000000000002,-19.357,-22.828,-22.884,-19.325,-19.561,-19.006,-19.802,-18.723,-23.343,-19.023,-20.898,-23.532
6,-1.854,-13.324,-3.86,-3.0180000000000002,-4.811,-2.314,-1.421,-13.788,-2.7720000000000002,-1.752,-2.865,-14.024000000000001,-5.7170000000000005,-3.704,-5.448,-14.025
7,0.843,4.377,3.5420000000000003,3.563,4.503,1.5190000000000001,-9.139,0.506,1.24,-9.252,4.12,-9.273,-9.275,1.508,2.987,-9.112
8,0.555,0.491,1.419,0.506,0.521,3.1270000000000002,3.185,-9.403,-9.474,-9.507,0.185,-9.525,0.879,-9.512,-9.47,3.785
9,-24.726,-23.365000000000002,-24.813,-22.892,-23.59,-23.138,-22.419,-25.163,-25.239,-24.227,-23.469,-24.144000000000002,-23.791,-23.51,-25.64,-23.86
10,-13.393,-3.124,-1.349,-13.619,-13.644,-2.508,-13.785,-2.703,-5.586,-1.883,-14.067,-14.121,-3.229,-14.128,-14.133000000000001,-14.14
11,-6.516,-17.091,-8.489,-9.371,-8.554,-9.66,-7.0600000000000005,-9.885,-10.121,-17.697,-9.366,-17.818,-17.856,-8.678,-17.89,-10.477
