,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-1,1,0,-1,-1,1,-1,2,3,1,1,2,3,4,4,3
1,1,1,2,-1,-1,-1,-1,1,-1,-1,2,3,1,0,1,1
2,1,4,-1,0,-1,4,3,-1,4,1,2,3,3,-1,3,-1
3,1,-1,3,4,-1,3,4,1,2,1,2,4,2,3,2,4
4,1,-1,0,-1,0,2,3,-1,1,3,-1,4,2,2,-1,4
5,1,2,-1,-1,-1,-1,0,4,2,1,4,2,-1,2,2,-1
6,-1,2,2,-1,-1,1,-1,2,3,4,-1,2,1,2,2,1
7,-1,-1,-1,1,4,3,-1,-1,3,4,-1,0,0,1,2,-1
8,2,4,4,0,2,-1,-1,1,4,1,-1,4,-1,4,-1,-1
9,3,3,0,0,4,1,1,-1,0,3,-1,4,1,4,-1,1
10,-1,2,-1,2,-1,-1,-1,-1,0,2,-1,-1,2,4,-1,3
11,0,0,2,4,4,3,0,-1,2,4,-1,0,2,-1,-1,3
12,2,-1,-1,1,-1,3,-1,3,4,0,4,-1,4,0,0,2
13,3,0,-1,-1,3,2,2,-1,1,4,0,0,1,-1,3,-1
14,-1,-1,3,1,2,-1,4,0,3,3,3,-1,0,0,1,-1
15,0,-1,-1,1,4,3,-1,-1,4,-1,-1,0,-1,-1,4,2
16,4,2,2,-1,1,-1,0,4,-1,-1,3,-1,0,4,-1,4
17,0,-1,1,4,3,4,-1,-1,-1,-1,-1,4,2,4,-1,3
18,1,2,0,-1,2,4,-1,2,-1,4,-1,3,3,-1,3,2
19,3,0,-1,-1,1,-1,-1,2,-1,3,0,1,3,-1,0,-1
20,3,1,1,2,-1,0,4,-1,0,1,1,2,-1,4,-1,3
21,4,0,0,-1,2,-1,1,-1,4,-1,-1,2,3,2,1,4
22,1,-1,0,4,2,4,4,1,-1,-1,2,-1,-1,4,2,4
23,0,2,1,-1,0,1,2,4,-1,1,4,1,-1,0,4,0
24,-1,1,0,1,4,1,0,3,4,-1,1,-1,-1,0,4,-1
25,-1,4,4,0,-1,1,1,1,0,-1,-1,1,1,-1,-1,-1
26,3,0,3,2,-1,2,2,3,-1,4,-1,3,0,-1,1,0
27,-1,3,1,4,3,1,2,0,0,0,-1,1,0,1,1,4
28,-1,4,-1,3,-1,-1,3,-1,3,-1,0,-1,4,0,3,3
29,4,3,3,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1
30,2,1,-1,-1,3,3,4,3,-1,3,3,1,-1,4,3,3
31,-1,4,1,0,-1,2,-1,0,1,2,2,3,0,-1,1,-1
32,2,3,-1,0,3,0,-1,-1,3,3,2,1,2,2,-1,3
33,-1,-1,4,2,2,0,-1,-1,3,2,-1,3,1,-1,1,-1
34,-1,1,0,0,4,-1,2,-1,3,-1,2,-1,-1,2,-1,2
35,2,0,0,2,2,0,1,3,1,4,4,2,4,-1,-1,4
36,2,-1,2,2,3,3,-1,-1,2,0,0,-1,0,-1,-1,1
37,3,0,1,3,1,-1,-1,0,1,3,0,-1,-1,2,2,3
38,1,3,-1,3,3,-1,-1,-1,-1,4,-1,3,-1,1,-1,-1
39,-1,-1,3,3,-1,4,-1,0,-1,2,-1,0,-1,0,-1,-1
40,3,-1,0,-1,-1,1,4,1,3,3,3,4,1,2,0,-1
41,1,-1,-1,3,4,3,4,1,0,-1,4,-1,3,1,-1,1
42,4,1,-1,-1,-1,-1,1,1,0,-1,1,-1,0,3,3,4
43,2,4,-1,-1,-1,1,2,3,3,2,2,4,1,4,0,2
44,-1,-1,4,3,4,4,0,-1,3,2,2,-1,2,4,-1,0
45,-1,2,-1,-1,2,3,3,4,-1,4,2,-1,-1,1,3,-1
46,3,1,3,1,-1,-1,2,-1,-1,0,0,1,-1,3,4,4
47,2,-1,0,3,3,3,-1,0,-1,3,4,4,2,-1,-1,1
48,-1,-1,2,-1,1,-1,-1,1,3,0,-1,4,1,-1,1,-1
49,4,2,-1,4,-1,1,-1,-1,1,-1,3,4,3,1,0,0
50,-1,1,0,0,2,-1,0,2,-1,4,-1,1,1,-1,-1,4
51,-1,-1,1,-1,2,3,-1,2,4,0,0,2,-1,2,-1,0
52,3,3,0,0,2,-1,-1,-1,0,1,0,-1,1,-1,-1,0
53,4,4,1,2,-1,-1,4,2,1,2,0,3,4,2,-1,0
54,0,1,3,4,0,1,0,4,0,4,-1,2,2,0,4,1
55,1,0,4,1,-1,0,0,-1,-1,4,3,-1,2,3,-1,2
56,0,-1,-1,1,-1,-1,-1,3,1,3,-1,-1,0,-1,3,-1
57,2,-1,3,2,1,1,0,2,2,0,1,-1,2,3,2,4
58,-1,0,-1,-1,-1,-1,1,2,-1,1,-1,1,1,1,2,-1
59,3,-1,0,-1,0,3,3,4,0,3,2,1,0,1,-1,1
60,-1,4,4,1,3,-1,-1,0,-1,-1,2,1,1,4,-1,-1
61,-1,4,0,0,2,4,3,1,-1,-1,3,0,-1,-1,4,0
62,3,1,4,1,-1,-1,-1,3,1,-1,2,-1,-1,2,-1,-1
63,1,-1,1,-1,2,-1,-1,0,0,1,-1,-1,-1,-1,-1,4
64,-1,3,-1,3,0,0,4,1,2,3,-1,1,4,2,3,2
65,-1,3,2,0,0,-1,-1,2,-1,1,1,1,0,-1,-1,1
66,3,-1,2,3,3,1,-1,-1,-1,-1,1,-1,0,0,-1,2
67,0,3,3,-1,-1,4,-1,0,0,-1,-1,0,4,-1,3,0
68,-1,4,-1,-1,-1,4,2,-1,-1,2,-1,-1,0,-1,2,3
69,4,0,2,3,-1,4,4,4,-1,-1,1,-1,-1,1,0,4
70,2,4,2,1,4,-1,0,4,-1,0,-1,1,3,0,2,3
71,4,3,4,2,2,2,1,3,3,3,0,1,1,2,1,4
72,-1,-1,-1,0,1,2,2,1,-1,2,2,-1,2,-1,4,2
73,1,3,-1,-1,-1,-1,2,4,1,2,2,4,3,3,4,-1
74,-1,-1,1,1,1,4,-1,2,-1,-1,0,-1,-1,-1,2,4
75,-1,4,0,-1,-1,2,2,3,3,0,4,-1,0,2,1,1
76,2,3,3,-1,1,4,1,1,0,-1,1,1,-1,2,-1,3
77,3,4,1,-1,4,-1,-1,-1,4,-1,3,1,1,-1,0,4
