,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1,3,-1,2,1,-1,-1,4,0,1,4,0,-1,0,-1,-1
1,0,2,2,2,-1,3,-1,0,0,4,0,0,0,-1,-1,3
2,4,0,-1,3,3,0,-1,1,3,-1,1,-1,2,1,2,1
3,-1,4,3,0,-1,-1,0,4,4,-1,0,-1,2,2,3,-1
4,0,4,1,1,0,1,4,2,-1,2,4,4,0,1,2,2
5,-1,2,1,4,-1,3,-1,-1,-1,-1,4,0,2,-1,-1,2
6,-1,4,-1,0,-1,0,-1,3,0,4,0,1,1,3,0,4
7,4,0,1,-1,3,-1,4,3,4,2,-1,1,-1,0,-1,-1
8,2,0,-1,1,-1,-1,4,-1,3,3,-1,2,-1,2,-1,1
9,2,-1,-1,-1,1,4,3,1,4,4,1,0,4,0,-1,-1
10,-1,1,3,-1,-1,1,4,3,0,4,-1,0,-1,1,0,2
11,-1,1,3,1,2,3,-1,-1,4,3,3,1,-1,-1,3,4
12,-1,2,2,3,4,4,-1,0,0,2,0,-1,1,1,2,-1
13,3,2,4,-1,3,4,0,-1,-1,-1,4,0,2,-1,0,4
14,3,0,0,2,1,-1,-1,2,-1,0,2,0,-1,1,0,-1
15,2,2,1,3,-1,0,0,-1,-1,1,2,-1,3,3,-1,0
16,-1,-1,3,0,-1,-1,1,1,4,2,3,-1,4,2,-1,3
17,0,4,1,3,-1,-1,4,0,-1,-1,2,3,-1,-1,4,2
18,-1,-1,-1,1,4,1,0,0,-1,-1,2,2,3,1,-1,4
19,0,1,3,0,-1,0,3,4,2,-1,0,4,0,2,-1,3
20,-1,1,3,0,-1,-1,-1,0,-1,-1,-1,3,-1,4,1,2
21,1,3,1,4,0,2,0,3,0,-1,3,-1,-1,0,3,1
22,-1,-1,-1,2,0,1,-1,1,3,4,-1,1,4,0,3,0
23,-1,-1,1,3,4,2,-1,-1,2,1,4,2,1,3,1,3
24,4,-1,2,2,-1,2,1,-1,-1,-1,4,0,-1,-1,-1,0
25,-1,4,-1,-1,4,0,1,-1,-1,1,1,0,-1,-1,0,1
26,4,4,3,-1,1,-1,1,1,-1,1,4,0,0,-1,2,2
27,1,-1,2,3,-1,-1,3,3,3,0,1,3,-1,-1,-1,0
28,0,0,4,-1,2,0,4,1,4,-1,3,4,0,0,-1,-1
29,4,1,2,2,2,-1,-1,3,1,-1,3,3,2,3,-1,4
30,4,0,4,0,3,4,-1,0,0,-1,1,2,3,-1,3,0
31,2,-1,1,4,2,-1,4,0,-1,4,0,2,1,-1,4,-1
32,-1,0,3,1,3,3,1,0,-1,0,0,2,3,4,2,-1
33,-1,-1,2,-1,4,-1,-1,2,1,1,0,3,3,2,4,-1
34,3,-1,1,0,2,-1,-1,3,-1,4,-1,2,-1,-1,-1,3
35,4,-1,3,-1,1,-1,-1,0,3,-1,-1,1,1,-1,4,4
36,2,3,3,0,-1,-1,3,-1,2,-1,2,1,3,-1,0,0
37,-1,3,4,1,4,2,4,-1,1,2,1,3,0,-1,1,-1
38,4,-1,-1,3,1,4,3,-1,-1,-1,-1,2,-1,0,2,3
39,-1,-1,0,4,2,-1,1,-1,2,-1,1,0,2,0,2,1
40,4,2,0,0,2,0,-1,0,-1,-1,3,0,2,3,1,3
41,1,2,0,1,1,1,-1,4,0,4,-1,-1,0,-1,4,3
42,4,3,1,2,2,-1,0,2,2,1,-1,0,3,1,-1,3
43,3,-1,4,4,4,2,-1,1,1,4,3,-1,-1,-1,2,0
44,-1,0,2,3,0,2,4,2,1,-1,1,-1,2,1,2,3
45,-1,-1,-1,1,-1,-1,0,4,4,-1,3,3,0,0,2,3
46,1,4,-1,-1,-1,1,2,-1,4,-1,3,0,1,3,-1,-1
47,2,-1,-1,0,-1,0,0,-1,-1,-1,1,4,1,-1,-1,2
48,-1,1,4,2,2,3,2,3,3,4,1,0,-1,4,-1,-1
49,2,-1,4,-1,2,1,-1,3,3,3,2,2,4,2,2,2
50,3,-1,1,4,3,3,-1,4,-1,-1,4,3,1,-1,1,3
51,-1,-1,-1,4,2,-1,3,-1,-1,3,3,-1,1,-1,0,4
52,2,-1,1,3,-1,-1,-1,1,1,1,-1,-1,-1,1,2,1
53,2,-1,-1,3,4,2,0,4,0,3,2,0,-1,2,-1,0
54,-1,-1,4,-1,1,2,4,2,-1,-1,-1,4,3,3,-1,0
55,2,1,-1,-1,3,2,-1,-1,-1,1,3,-1,-1,-1,-1,-1
56,0,2,4,4,0,2,4,3,0,-1,0,3,3,2,1,4
57,0,-1,1,1,-1,0,2,-1,3,-1,0,-1,-1,-1,1,-1
58,0,-1,-1,4,3,0,-1,0,-1,-1,4,4,4,0,0,0
59,-1,-1,3,2,-1,2,0,1,1,1,0,4,4,2,4,3
