,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-1,0,0,2,4,-1,2,-1,2,2,-1,-1,-1,4,-1,0
1,4,0,3,-1,3,-1,-1,-1,4,1,0,2,4,3,0,0
2,-1,-1,-1,0,0,4,4,-1,3,1,0,-1,-1,1,3,1
3,1,2,2,3,1,2,4,2,-1,3,1,-1,-1,4,0,0
4,4,0,-1,0,3,3,-1,3,0,4,4,3,1,1,-1,2
5,0,0,-1,4,-1,1,0,4,3,2,0,-1,0,-1,4,3
6,2,3,-1,0,0,1,-1,-1,3,-1,1,0,-1,-1,1,-1
7,1,1,4,4,-1,1,4,-1,-1,1,-1,-1,4,0,3,2
8,2,-1,-1,0,3,2,0,1,3,4,2,3,-1,2,1,3
9,-1,3,4,2,3,3,-1,3,3,0,3,0,-1,-1,0,-1
10,4,-1,-1,2,-1,0,1,2,-1,3,4,3,-1,4,3,-1
11,0,3,2,0,-1,1,0,-1,-1,1,1,3,4,-1,-1,4
12,2,0,3,3,3,-1,-1,1,3,3,0,-1,2,3,3,2
13,3,3,4,4,-1,1,-1,1,4,4,0,1,1,2,4,2
14,1,1,-1,-1,-1,-1,1,-1,1,4,4,0,-1,4,2,-1
15,-1,3,4,4,2,3,4,-1,-1,2,-1,3,-1,0,2,4
16,1,1,-1,3,-1,3,2,0,-1,0,-1,3,1,1,1,3
17,-1,1,3,-1,-1,1,4,-1,4,-1,-1,0,-1,-1,0,0
18,0,3,0,1,-1,-1,3,-1,-1,-1,-1,4,-1,2,2,3
19,-1,4,4,3,-1,4,-1,-1,-1,-1,3,0,2,3,-1,0
20,3,-1,-1,3,2,-1,2,4,-1,4,3,3,0,0,3,-1
21,-1,2,0,-1,4,4,3,-1,0,-1,2,-1,4,-1,-1,4
22,-1,0,2,4,-1,3,3,2,-1,3,0,2,1,-1,1,1
23,-1,0,-1,0,1,-1,-1,-1,-1,2,2,-1,4,-1,-1,0
24,1,4,1,-1,-1,1,2,-1,1,1,2,1,-1,-1,-1,-1
25,4,2,3,3,4,3,-1,1,1,1,1,-1,1,2,4,-1
26,2,2,4,0,-1,4,1,-1,1,4,0,0,3,1,0,-1
27,-1,-1,0,-1,0,-1,4,4,3,1,4,4,1,0,3,-1
28,3,3,3,1,1,-1,-1,-1,-1,3,4,-1,3,4,3,3
29,-1,4,3,-1,3,4,-1,2,3,2,-1,4,1,0,-1,3
30,1,2,-1,0,1,-1,-1,2,0,0,-1,-1,2,3,-1,0
31,-1,4,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,0
32,1,3,-1,0,-1,3,2,-1,0,1,2,-1,3,0,1,-1
33,0,-1,4,-1,0,2,4,0,-1,2,2,-1,-1,-1,-1,-1
34,2,-1,3,0,4,-1,-1,4,2,-1,3,4,3,4,0,2
35,-1,1,3,-1,-1,1,-1,0,-1,-1,2,-1,-1,4,0,1
36,-1,2,0,3,2,-1,0,1,-1,3,3,1,-1,4,-1,-1
37,1,1,2,-1,1,1,-1,0,0,-1,-1,2,3,-1,0,1
38,-1,-1,-1,1,0,1,1,0,-1,1,-1,3,0,2,0,4
39,4,-1,-1,-1,2,-1,3,0,4,0,2,1,-1,2,-1,3
40,2,-1,4,-1,-1,1,-1,-1,2,0,-1,4,3,1,3,0
41,-1,2,3,-1,4,4,-1,-1,1,3,0,3,1,1,0,0
42,1,2,2,0,1,2,-1,0,2,-1,2,1,-1,4,-1,-1
43,-1,2,-1,-1,-1,4,-1,-1,3,1,0,-1,-1,4,0,-1
44,1,1,-1,-1,-1,3,3,2,3,3,0,-1,4,0,3,2
45,-1,1,-1,0,-1,2,4,4,-1,3,4,4,1,2,0,-1
46,-1,3,2,0,2,-1,-1,-1,-1,1,-1,-1,-1,-1,0,2
47,3,-1,2,-1,0,3,4,4,-1,2,1,0,4,4,-1,0
48,3,-1,-1,-1,2,1,0,1,3,0,-1,-1,2,1,-1,4
