,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3,-1,0,4,2,-1,2,-1,-1,0,0,4,4,3,-1,-1
1,-1,4,2,1,-1,-1,-1,3,2,4,4,4,-1,-1,3,1
2,-1,1,0,0,-1,-1,2,-1,3,-1,-1,4,-1,-1,4,3
3,1,-1,0,3,0,4,4,1,1,2,-1,1,4,-1,-1,-1
4,-1,3,-1,2,0,3,0,-1,2,3,3,4,2,3,-1,-1
5,2,-1,0,3,4,-1,0,-1,0,3,-1,-1,0,1,-1,-1
6,0,1,1,-1,2,-1,0,-1,3,-1,-1,0,4,-1,-1,-1
7,2,1,2,0,-1,-1,-1,1,2,-1,4,2,4,4,-1,-1
8,0,1,-1,0,-1,3,0,-1,4,-1,0,4,0,3,-1,2
9,3,4,0,4,-1,3,-1,-1,-1,-1,-1,-1,4,2,-1,2
10,3,1,-1,4,1,0,3,4,1,2,4,1,1,2,1,3
11,3,-1,4,-1,1,4,2,2,-1,2,3,3,4,1,-1,-1
12,-1,0,-1,4,0,-1,-1,3,4,2,3,2,3,-1,-1,-1
13,-1,0,-1,0,-1,-1,4,4,1,-1,3,0,4,4,3,1
14,-1,2,-1,-1,-1,3,3,0,0,3,4,1,-1,3,0,2
15,-1,-1,0,1,2,1,3,0,3,4,0,2,3,-1,-1,-1
16,4,2,0,1,-1,-1,2,-1,-1,2,0,-1,0,-1,4,0
17,4,-1,4,1,3,-1,4,-1,1,4,1,1,3,0,1,-1
18,3,-1,2,-1,0,-1,3,-1,2,-1,3,0,0,4,2,2
19,2,0,2,2,-1,-1,-1,-1,-1,4,2,1,-1,0,-1,2
20,-1,-1,0,-1,-1,0,2,0,3,-1,-1,2,-1,4,2,4
21,1,0,-1,2,-1,3,-1,-1,2,-1,-1,2,3,-1,4,-1
22,3,4,2,1,0,3,2,-1,0,3,2,1,1,0,-1,2
23,4,-1,-1,-1,-1,-1,1,4,2,3,1,1,-1,3,-1,-1
24,1,3,0,-1,-1,1,1,-1,-1,3,2,-1,-1,3,3,-1
25,4,0,-1,2,0,2,3,0,2,4,-1,4,0,3,-1,-1
26,3,1,4,4,-1,1,-1,1,-1,-1,-1,0,0,2,4,-1
27,0,4,-1,-1,2,-1,3,3,0,0,1,2,3,-1,4,4
28,0,3,0,0,0,1,0,-1,-1,4,-1,4,2,-1,1,-1
29,3,-1,-1,1,1,-1,4,-1,-1,2,-1,0,-1,-1,-1,2
30,-1,4,-1,0,-1,4,-1,4,0,2,4,-1,2,-1,0,-1
31,-1,-1,0,-1,4,0,2,3,4,2,3,1,1,-1,1,1
32,-1,4,3,3,-1,2,1,1,-1,4,-1,1,0,0,-1,4
33,0,1,0,4,3,-1,0,4,4,-1,3,0,4,3,0,1
34,0,-1,2,3,1,-1,-1,0,3,-1,-1,1,0,-1,-1,1
35,3,-1,1,-1,4,-1,1,-1,3,4,4,4,-1,4,-1,1
36,-1,2,-1,-1,0,1,3,1,3,4,2,-1,-1,1,3,1
37,0,3,1,-1,1,3,0,0,3,-1,3,1,-1,2,1,4
38,4,-1,0,4,0,-1,4,1,3,-1,4,4,4,0,1,1
39,-1,1,4,4,-1,1,2,1,2,-1,3,2,0,3,0,1
40,1,2,2,-1,1,2,0,4,-1,0,3,-1,1,2,-1,-1
41,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,3,-1,4,0
42,3,2,4,-1,-1,1,1,0,-1,3,-1,0,0,-1,3,3
43,1,2,2,1,-1,2,4,3,-1,-1,4,-1,-1,2,-1,-1
44,4,-1,1,-1,1,0,3,-1,3,4,3,4,-1,1,3,0
45,0,-1,3,4,-1,4,1,-1,3,-1,4,3,0,4,-1,3
46,3,0,0,1,1,0,3,3,2,2,2,4,-1,0,4,0
47,0,3,2,4,2,-1,0,2,1,1,3,-1,4,1,0,2
48,0,-1,2,-1,-1,1,3,0,-1,-1,1,1,-1,1,0,0
49,-1,4,-1,4,-1,2,-1,-1,2,-1,3,1,1,2,-1,1
50,0,1,0,1,-1,-1,0,1,4,-1,1,0,-1,3,2,-1
51,1,-1,2,-1,2,-1,-1,-1,-1,0,-1,4,-1,-1,-1,-1
52,-1,1,2,3,-1,-1,3,3,3,0,2,1,2,1,3,3
53,3,-1,1,0,-1,4,1,2,-1,4,1,1,-1,2,4,1
54,-1,1,-1,3,3,4,2,-1,-1,-1,0,3,2,2,-1,1
55,2,2,-1,1,4,0,3,0,0,1,-1,-1,3,-1,2,-1
56,-1,4,-1,2,-1,3,3,-1,1,2,3,2,-1,-1,-1,3
57,-1,-1,0,-1,0,4,-1,-1,-1,-1,2,3,-1,2,-1,0
58,4,3,-1,3,2,4,4,2,2,0,4,3,4,-1,3,0
59,3,-1,2,-1,0,4,4,-1,4,3,4,-1,3,-1,-1,-1
