,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-9.8,-25.256,-13.596,-25.296,-9.685,-12.61,-13.485,-25.427,-13.794,-13.565,-25.44,-10.642,-25.447,-12.687,-14.15,-12.743
1,-11.452,-15.283,-26.919,-26.954,-12.3,-11.429,-15.167,-14.407,-14.587,-27.156,-14.428,-27.177,-13.714,-11.634,-13.261000000000001,-12.761000000000001
2,-26.841,-14.241,-11.34,-13.191,-26.873,-26.999000000000002,-26.983,-14.339,-27.015,-12.398,-14.344,-14.22,-15.546000000000001,-11.567,-27.113,-12.706
3,-25.272000000000002,-13.627,-13.574,-25.25,-9.647,-25.311,-25.347,-12.653,-25.397000000000002,-25.464000000000002,-25.43,-10.662,-25.42,-25.455000000000002,-14.075000000000001,-25.489
4,-29.837,-29.798000000000002,-14.486,-17.282,-29.911,-18.398,-30.024,-18.55,-15.855,-17.654,-14.955,-15.917,-16.185,-17.863,-30.478,-30.617
5,-28.895,-13.625,-16.4,-13.497,-15.372,-17.429000000000002,-17.38,-16.61,-29.167,-14.875,-29.262,-29.348,-16.009,-29.338,-13.808,-29.482
6,-28.052,-28.036,-16.462,-13.498000000000001,-15.38,-12.65,-12.598,-28.221,-15.738,-12.98,-28.3,-14.916,-13.123000000000001,-14.852,-15.603,-28.544
7,-15.191,-13.371,-14.257,-28.758,-28.805,-17.179000000000002,-14.239,-28.936,-28.975,-13.49,-14.571,-13.530000000000001,-13.949,-15.566,-29.131,-14.673
8,-12.38,-15.256,-27.792,-16.113,-13.26,-27.893,-16.143,-12.486,-28.034,-28.076,-12.598,-15.306000000000001,-28.124000000000002,-15.497,-17.022000000000002,-15.623000000000001
9,-10.621,-13.447000000000001,-10.568,-13.351,-26.114,-13.47,-11.445,-26.259,-26.301000000000002,-13.514000000000001,-13.545,-14.341000000000001,-11.846,-11.663,-12.343,-10.908
10,-16.493000000000002,-29.003,-17.501,-16.451,-29.068,-14.647,-29.150000000000002,-13.790000000000001,-14.003,-16.689,-29.343,-14.73,-15.171000000000001,-17.792,-16.555,-16.131
11,-15.209,-17.213,-13.33,-17.069,-13.265,-17.206,-14.272,-16.378,-14.644,-14.425,-29.055,-29.157,-17.735,-29.17,-15.125,-13.838000000000001
12,-14.364,-18.232,-29.703,-17.168,-18.142,-15.367,-14.372,-15.516,-30.0,-18.424,-15.736,-18.535,-30.191,-30.285,-30.307000000000002,-18.705000000000002
13,-29.118000000000002,-15.714,-14.726,-29.166,-17.517,-14.758000000000001,-14.703000000000001,-15.85,-14.104000000000001,-29.438000000000002,-14.193,-17.047,-16.278,-29.6,-17.999,-29.757
14,-14.568,-14.642,-17.47,-14.532,-29.058,-17.532,-15.528,-16.691,-29.249000000000002,-13.975,-14.034,-17.864,-29.436,-29.481,-16.743000000000002,-14.019
15,-9.64,-9.679,-7.715,-9.526,-23.333000000000002,-11.506,-8.527000000000001,-7.704,-7.868,-23.45,-23.45,-9.544,-11.779,-9.547,-9.706,-23.375
16,-15.429,-27.959,-13.509,-12.507,-14.433,-28.12,-16.36,-28.23,-28.265,-15.557,-14.704,-28.308,-13.095,-15.721,-13.478,-13.988
17,-29.872,-15.528,-29.89,-30.002,-30.033,-30.104,-30.145,-30.184,-14.979000000000001,-30.245,-17.719,-17.609,-30.387,-18.825,-30.505,-30.634
18,-11.517,-9.591000000000001,-23.272000000000002,-23.349,-23.313,-10.479000000000001,-7.4910000000000005,-8.557,-9.678,-23.378,-10.456,-8.362,-9.681000000000001,-7.551,-9.123,-10.517
19,-25.343,-25.303,-10.672,-12.511000000000001,-10.574,-9.728,-9.642,-9.778,-11.868,-25.474,-12.729000000000001,-11.667,-12.969,-11.728,-13.044,-9.882
20,-10.443,-24.990000000000002,-10.425,-13.203,-9.36,-25.118000000000002,-25.135,-10.482000000000001,-11.568,-9.494,-12.481,-10.525,-10.815,-13.348,-25.194,-11.428
21,-7.6930000000000005,-23.268,-23.318,-23.323,-10.381,-7.5840000000000005,-10.374,-8.601,-10.624,-10.528,-10.596,-11.501,-9.783,-23.297,-23.323,-23.336000000000002
22,-24.347,-11.685,-12.615,-24.355,-12.436,-24.387,-12.488,-12.644,-8.919,-24.428,-12.748000000000001,-24.469,-24.487000000000002,-24.457,-12.491,-24.469
23,-13.765,-28.164,-28.192,-15.571,-14.594,-13.725,-28.254,-16.705000000000002,-28.381,-28.426000000000002,-15.881,-28.454,-16.153,-15.893,-28.541,-28.666
24,-25.353,-12.717,-11.711,-10.659,-12.566,-10.732000000000001,-25.416,-25.518,-25.525000000000002,-25.515,-9.926,-25.493000000000002,-13.984,-25.493000000000002,-10.358,-25.543
25,-27.082,-27.061,-14.433,-15.336,-15.357000000000001,-27.141000000000002,-12.484,-11.677,-27.218,-13.606,-12.692,-27.322,-27.392,-27.416,-27.434,-27.476
26,-30.007,-14.776,-30.008,-18.449,-18.482,-30.19,-17.576,-30.315,-30.37,-18.723,-15.015,-30.483,-30.533,-15.14,-15.842,-19.218
27,-13.569,-14.597,-12.628,-13.503,-12.582,-28.184,-16.439,-13.741,-16.757,-28.395,-28.41,-14.737,-13.214,-12.933,-17.16,-13.067
28,-8.658,-10.611,-23.263,-8.533,-11.355,-10.526,-11.361,-9.585,-10.665000000000001,-23.408,-23.397000000000002,-10.508000000000001,-23.326,-9.481,-23.295,-23.363
29,-10.774000000000001,-11.763,-25.335,-25.395,-13.512,-25.398,-10.657,-25.442,-12.849,-25.505,-12.864,-13.804,-11.16,-13.705,-25.514,-13.681000000000001
30,-27.884,-14.401,-14.379,-12.399000000000001,-27.932000000000002,-28.03,-12.464,-16.437,-13.696,-16.615000000000002,-28.177,-14.776,-12.983,-16.581,-28.288,-16.566
31,-9.752,-23.45,-23.437,-7.738,-10.549,-23.486,-9.617,-7.836,-10.836,-10.671,-9.783,-9.683,-23.503,-23.534,-23.505,-23.52
32,-11.605,-24.329,-24.342,-12.473,-10.562,-8.708,-24.34,-10.678,-12.742,-24.454,-10.686,-8.616,-24.422,-10.648,-12.084,-9.756
33,-29.907,-18.447,-29.942,-30.01,-18.361,-14.662,-30.054000000000002,-15.69,-16.867,-30.275000000000002,-16.778,-15.709,-30.376,-16.929000000000002,-18.584,-17.201
34,-24.326,-11.613,-8.703,-24.305,-11.481,-9.647,-12.41,-8.714,-24.365000000000002,-8.69,-24.368000000000002,-10.433,-24.398,-10.589,-12.182,-24.44
35,-11.669,-24.353,-10.700000000000001,-10.619,-11.557,-24.422,-9.612,-10.724,-9.941,-24.52,-24.553,-24.54,-11.951,-9.757,-10.118,-24.503
